### EC-numbers
1.4.3.-	4.2.1.1	2.7.6.-	3.5.1.88	5.4.99.-	3.1.21.4	2.3.1.48	7.2.1.-	1.16.3.1	3.4.19.12	1.3.8.-	2.7.7.19	2.4.2.-	1.1.1.169	2.4.2.10	3.5.3.1	3.3.2.-	3.1.26.4	7.1.1.9	3.4.13.9	1.1.1.100	5.1.1.-	3.1.22.-	3.4.21.-	1.11.1.-	3.4.22.28	4.6.1.18	3.4.21.4	6.1.1.4	1.15.1.1	3.4.19.-	3.4.11.1	3.4.25.1	1.3.1.9	2.4.99.-	1.1.99.-	1.97.1.12	2.7.4.6	1.17.1.-	1.7.2.-	2.7.1.71	4.2.1.11	3.4.21.90	4.1.99.-	2.8.1.1	3.6.4.13	6.3.4.4	2.7.11.1	2.7.7.23	1.9.3.-	2.3.1.39	4.1.1.11	3.2.1.26	3.1.13.-	1.8.99.-	1.11.1.6	4.2.1.2	5.3.4.1	3.2.1.4	3.4.21.5	1.14.16.-	6.3.4.2	2.1.1.37	1.12.99.-	2.1.1.361	2.1.1.-	3.1.8.1	2.7.11.-	2.3.2.24	2.7.7.48	3.5.1.98	3.1.1.31	2.7.11.22	1.18.1.2	3.1.13.4	4.1.1.23	3.2.2.27	2.5.1.7	1.14.11.-	3.5.1.2	6.3.1.2	4.3.2.-	4.1.2.25	5.3.2.-	2.7.1.1	3.1.11.-	2.7.7.4	3.6.3.14	4.2.1.20	2.3.1.41	1.18.6.1	2.3.1.74	6.3.2.19	3.2.2.22	2.8.4.1	2.4.2.17	2.1.1.56	1.10.3.-	2.5.1.54	1.2.1.11	4.2.1.8	3.1.3.16	1.12.7.2	2.7.1.-	1.17.4.1	2.7.10.-	3.1.2.14	5.3.1.6	3.4.21.91	2.2.1.-	2.7.1.2	2.7.3.-	3.1.22.4	2.3.1.16	4.99.1.-	2.7.1.35	3.4.22.69	3.1.27.-	1.12.7.-	5.1.3.-	2.7.7.65	1.17.4.-	5.3.1.24	4.2.1.59	2.5.1.10	1.8.4.11	3.4.25.-	2.7.10.2	5.2.1.-	6.1.1.3	2.7.7.49	2.8.4.-	4.1.3.-	2.3.1.31	1.1.1.205	3.1.30.-	3.4.23.-	6.5.1.2	6.1.1.15	3.6.4.-	6.2.1.-	4.1.3.3	2.7.7.60	6.3.2.6	5.1.1.3	2.4.2.9	1.14.13.-	1.1.2.-	1.1.1.1	5.1.99.-	2.8.2.-	2.5.1.47	2.7.11.24	3.4.22.15	2.6.1.42	2.1.3.2	3.2.2.9	4.2.3.3	2.6.1.-	1.5.1.-	2.7.7.24	2.1.1.57	6.1.1.20	5.3.1.5	2.7.1.25	2.2.1.1	3.6.1.1	2.3.3.16	6.3.4.-	2.7.7.9	1.18.1.-	4.2.99.-	4.1.2.4	3.1.3.1	5.3.3.8	3.2.1.1	2.7.10.1	4.2.1.113	4.2.2.2	6.1.1.1	3.1.3.-	1.2.4.-	1.6.99.-	2.5.1.18	3.4.22.29	3.1.3.2	1.1.1.27	2.3.1.286	1.14.15.-	2.7.7.3	3.1.13.2	2.7.7.6	5.4.99.18	4.1.1.39	2.7.4.8	5.6.2.1	2.3.1.-	1.7.1.-	1.6.5.2	1.18.6.-	4.6.1.2	2.6.1.52	3.1.6.-	1.6.5.-	2.3.2.31	3.6.5.5	2.8.3.-	2.3.2.-	3.2.1.18	3.5.99.-	3.1.4.35	3.1.8.-	2.3.1.12	1.6.2.-	2.1.1.72	2.3.3.-	3.4.21.92	1.14.11.27	2.7.11.17	2.1.1.359	2.7.13.-	2.5.1.15	6.3.3.-	3.2.1.22	6.1.1.6	4.3.3.7	3.4.11.18	4.2.3.4	3.1.2.-	2.4.2.8	4.1.1.48	3.7.1.-	3.1.4.53	7.2.2.-	2.7.6.5	3.6.5.3	4.3.3.-	2.7.1.21	3.1.4.-	1.11.1.24	3.6.4.10	1.14.14.1	3.5.1.60	3.2.1.52	1.16.3.-	3.1.26.3	3.4.24.69	3.5.1.11	2.1.1.193	1.7.2.1	1.14.99.-	3.6.5.2	2.7.7.n1	4.1.1.-	2.3.2.26	2.4.1.15	2.5.1.-	3.1.3.11	1.14.11.67	2.3.1.180	2.4.2.7	3.6.4.12	2.5.1.19	1.1.1.-	1.8.1.9	1.9.3.1	2.7.1.15	2.7.1.11	3.4.11.-	2.1.2.-	7.6.2.-	3.5.1.28	3.8.1.5	6.3.4.13	1.11.1.9	1.13.11.-	4.1.2.13	3.4.16.4	6.1.1.7	1.1.3.-	2.4.1.129	3.1.1.29	3.4.21.53	3.6.5.-	3.1.1.4	1.1.1.86	3.2.2.-	2.6.1.1	4.2.99.18	5.5.1.-	2.7.11.30	3.1.26.-	1.8.1.4	1.14.14.-	3.2.1.14	3.5.4.-	2.1.2.1	3.2.1.3	1.97.1.-	6.3.4.14	2.7.12.1	2.7.11.25	2.5.1.17	6.3.5.2	6.3.2.1	3.2.1.78	3.1.11.2	1.6.99.3	2.1.2.2	1.1.1.42	7.1.1.8	7.1.1.2	3.1.2.2	3.4.22.46	3.1.3.36	2.4.1.-	3.1.3.33	4.3.2.2	1.14.12.-	1.13.12.-	3.4.22.-	5.3.1.1	4.2.1.-	3.2.1.169	3.2.1.17	6.5.1.1	1.1.1.35	1.3.5.-	1.2.1.3	2.5.1.1	7.2.2.8	6.3.1.-	2.5.1.78	2.7.7.50	2.1.3.-	2.7.7.-	5.4.3.8	2.7.2.4	1.10.3.2	3.1.1.3	3.6.1.15	5.6.2.2	3.1.3.3	3.2.1.20	3.6.1.9	2.3.2.27	3.6.1.23	6.1.1.-	4.2.1.10	3.4.13.-	6.3.2.4	1.1.1.2	3.4.21.107	1.6.99.1	2.7.4.9	1.15.1.-	3.6.1.34	1.3.1.-	3.6.1.55	3.4.24.-	3.6.1.-	4.1.1.50	4.2.2.-	3.3.1.1	3.4.22.1	3.1.4.11	3.5.1.1	3.3.1.-	1.1.1.267	3.2.1.55	1.1.1.25	3.6.1.7	2.7.13.3	2.7.1.40	2.3.1.9	1.7.3.-	5.4.2.-	1.7.1.17	3.2.2.6	4.1.1.33	1.8.5.-	5.3.3.-	3.2.1.31	6.3.5.-	1.14.19.-	6.1.1.11	1.12.99.6	1.4.1.-	4.6.1.1	3.1.3.86	3.2.1.91	4.3.2.10	3.4.16.-	3.1.3.5	3.5.4.4	6.4.1.-	1.17.1.8	2.5.1.16	4.3.1.-	3.4.23.16	6.3.3.1	3.2.1.73	5.1.3.13	1.2.1.12	1.6.2.4	6.1.1.17	2.3.1.1	3.5.3.-	3.2.1.8	2.1.1.45	3.2.1.21	5.1.3.2	2.3.1.129	2.7.2.-	5.3.1.-	2.7.2.8	2.4.2.1	1.14.14.18	3.5.1.5	3.5.4.38	5.4.3.-	6.5.1.-	2.7.12.2	2.5.1.55	1.8.1.7	3.1.21.-	1.8.4.12	1.11.1.15	1.1.1.85	3.6.1.3	2.7.1.33	2.7.8.7	3.1.3.25	3.2.1.96	7.1.1.-	3.2.1.39	2.4.2.3	3.5.4.9	2.2.1.2	3.6.3.-	3.5.1.-	1.11.1.7	1.5.1.5	2.4.2.19	1.8.3.2	1.3.99.-	1.5.3.-	5.6.1.-	1.8.1.-	2.7.3.9	2.5.1.6	3.4.21.62	1.8.4.-	5.3.1.16	2.3.2.2	3.4.17.-	2.7.4.-	3.2.1.-	6.3.1.5	4.3.3.6	2.1.3.3	1.5.1.3	3.5.2.3	5.4.2.11	2.7.7.8	2.8.1.7	2.7.7.7	3.2.1.37	2.7.12.-	5.3.1.9	1.2.7.-	6.1.1.2	7.1.2.-	2.3.1.5	3.4.14.-	6.1.1.10	1.16.1.-	2.1.1.228	3.5.2.6	2.1.1.354	2.7.4.3	4.1.2.-	4.4.1.5	5.3.4.-	4.6.1.-	5.1.1.1	3.4.24.3	4.4.1.-	1.3.7.-	2.3.1.117	5.4.99.5	1.2.1.-	2.4.2.30	1.14.18.-	3.1.1.1	3.1.3.48	3.4.21.98	5.6.2.-	3.1.26.5	7.2.1.1	2.7.11.12	1.3.3.-	2.7.7.18	3.1.1.-	5.2.1.8	2.7.1.69	1.1.1.37	3.6.4.6	3.1.4.17	2.7.11.13	3.5.2.-	4.2.1.17	2.7.2.3	4.2.3.-	5.3.99.-	3.1.1.72	2.3.1.179	3.2.1.23	1.14.13.25	3.1.26.13	3.8.1.-	4.1.1.20	2.7.11.26	6.1.1.21	2.7.11.21	2.7.4.22	1.8.3.-	2.3.1.57	1.3.5.1	3.1.1.53	7.1.2.2	6.4.1.2	2.7.8.-	6.3.2.-	2.8.1.-	3.5.4.5	4.6.1.12	2.3.2.23
### SWISS-MODEL-chain	EC-numbers
A1TYW8-A	2.1.2.1,2.1.2.-
A1JQV7-A	2.7.7.-
Q2IPZ2-A	2.2.1.-
Q2NQU4-C	3.2.2.-
Q6QLL4-A	1.1.1.-
Q7UPY2-A	2.4.1.-
B8GF73-A	1.4.1.-
P54753-A	2.7.10.-,2.7.10.1
Q3JCN0-A	2.4.1.-
A8YTZ3-A	6.5.1.2,6.5.1.-
B6JN06-A	5.3.1.9,5.3.1.-
Q2GHC3-A	1.1.1.-
Q65R59-C	3.2.2.-
P95276-A	3.3.2.-
A0PST9-A	1.2.1.-
Q3IIZ6-A	2.3.1.117,2.3.1.-
Q0AZ36-A	5.4.3.8,5.4.3.-
Q55665-A	5.4.3.8,5.4.3.-
Q6G518-A	1.1.1.-
A6TD49-A	1.8.1.-
Q8TED1-A	1.11.1.-,1.11.1.9
B6IUD9-A	2.4.1.-
Q2J2I6-A	4.2.1.59,4.2.1.-
Q5M0P0-C	3.2.2.-
Q48485-A	5.4.99.-
Q7U4V2-C	3.2.2.-
Q94521-A	2.3.1.-
P80053-A	1.4.1.-
B9MEZ2-A	5.4.2.11,5.4.2.-
O55026-A	3.6.1.-
Q2N8R6-A	1.1.1.-
Q44634-A	5.4.3.-
P80077-B	5.4.99.-
Q8XZJ7-A	6.5.1.2,6.5.1.-
P44514-A	3.5.1.-
P23445-A	7.1.2.-,7.1.2.2
B8ZKS3-A	4.1.2.-
Q5XBV6-A	2.6.1.-
Q3ZBV9-A	1.1.1.-
Q46LW6-A	2.4.1.-
Q1QDW8-A	6.5.1.2,6.5.1.-
Q8P0S7-A	2.6.1.-
Q13S07-A	2.4.1.-
Q3SLR9-C	3.2.2.-
O08340-A	1.4.1.-
Q8KA42-A	7.1.2.-,7.1.2.2
B1LWY6-C	3.2.2.-
B8GUQ6-C	3.2.2.-
A8L577-A	1.1.1.-
B4RZM6-A	5.4.2.11,5.4.2.-
Q165E4-A	2.4.1.-
B9MLD4-A	4.2.1.59,4.2.1.-
P39280-A	5.4.3.-
Q8RD71-A	4.2.1.59,4.2.1.-
A9VGD1-A	2.2.1.-
B8EKR5-A	3.2.2.-
A7GYS1-B	6.3.5.-
Q0CRP4-A	3.1.1.-
P44641-A	5.4.3.-
P49789-A	3.6.1.-
B8D5T1-A	3.5.4.-
B8GNE2-A	2.1.2.-
B4SBR1-B	6.3.5.-
A9MMA3-A	2.4.1.-
Q72K83-A	5.4.3.8,5.4.3.-
C1B058-A	5.4.2.-
Q06004-A	1.1.1.-
Q82VD3-A	2.2.1.-
C1KKR1-A	5.1.3.-
B1JXN8-A	3.1.3.11,3.1.3.-
P10951-A	3.1.1.-
Q54KB7-A	1.4.1.-
Q1WTW0-A	6.3.4.-
H1ZV37-A	1.2.1.-
P55825-C	3.2.2.-
B5YGX0-A	5.4.2.-
E9RAH5-A	1.8.1.-
A7ZFK2-A	4.2.1.59,4.2.1.-
Q9BGI0-A	2.6.1.-
Q9TV69-A	1.3.1.-
Q9V2Z6-A	2.7.1.-
B9MPC0-A	2.4.1.-
Q9NRF9-B	2.7.7.-,2.7.7.7
B4U616-A	5.4.2.11,5.4.2.-
O83491-A	1.1.1.-
Q755T1-A	2.7.7.-
B1HTF6-A	3.1.21.-
P56541-A	3.1.22.-
P57536-A	2.2.1.-
Q12NZ0-A	2.3.1.117,2.3.1.-
Q0UMB6-A	3.6.4.-,3.6.4.13
B2A3Q6-A	6.3.4.-
P9WFR0-A	2.4.1.-
Q9X9V6-A	2.3.1.117,2.3.1.-
A1SQZ9-A	5.1.1.-
Q63880-A	3.1.1.1,3.1.1.-
Q3A3F2-C	3.2.2.-
Q8VCU1-A	3.1.1.1,3.1.1.-
P54387-A	1.4.1.-
C1KXG0-A	5.4.2.11,5.4.2.-
Q081Q4-A	2.4.1.-
A8MJD2-A	5.4.2.-
A4Y9C5-A	5.4.2.-
P00370-A	1.4.1.-
A3MZI4-A	6.3.4.-
A3LZT3-A	3.6.4.-,3.6.4.13
Q9USJ6-A	1.5.1.-
P64113-A	2.3.1.180,2.3.1.-
P45868-A	1.1.1.-
Q3AP01-A	1.1.1.-
B3PHG2-A	1.1.1.-
Q8BZS9-A	3.6.4.-,3.6.4.13
B8GXA8-A	2.7.1.2,2.7.1.-
B4RF90-A	3.8.1.5,3.8.1.-
P14720-A	1.1.1.-
P07821-A	7.2.2.-
A5G276-A	6.3.4.-
A6LAR6-A	6.3.4.-
Q8VW76-C	3.2.2.-
Q64573-A	3.1.1.1,3.1.1.-
Q0I2Y8-A	3.5.4.-
B8GXC4-A	2.2.1.-
Q04792-A	4.1.1.-
Q10VS0-A	2.6.1.-
P38134-A	2.7.10.-
Q2GHG1-A	6.5.1.2,6.5.1.-
A0L900-A	5.3.1.9,5.3.1.-
P16954-A	2.4.1.-
P20418-A	1.15.1.-
Q54IJ3-A	4.1.1.-
Q2A5D5-A	4.1.1.-,4.1.1.20
Q6F0E5-A	3.4.24.-
Q4ULX3-A	3.5.4.-
Q61526-A	2.7.10.-,2.7.10.1
A8EZ08-A	5.1.1.-
Q47UE0-A	2.7.7.23,2.7.7.-
Q8FPE1-A	5.1.1.-
Q7VDK6-C	3.2.2.-
P0C599-A	3.1.3.16,3.1.3.-
P97675-A	3.1.4.-
Q7TV98-A	4.2.1.59,4.2.1.-
Q5KEG8-B	6.3.5.-
B2JEP7-A	3.5.4.-
Q75BB5-A	1.8.4.-
A4IHU7-A	3.1.3.16,3.1.3.-
A1URW5-A	3.1.11.-
A2RHP5-A	6.3.5.-
P0CR02-A	3.6.4.-,3.6.4.13
B2U7Y8-A	2.3.1.-
Q5B0J9-A	3.6.4.-,3.6.4.13
Q2Y7L1-A	3.5.4.-
Q68WZ4-A	3.5.4.-
B7VJ13-A	1.17.1.8,1.17.1.-
B2TRM5-A	2.2.1.-
Q313S4-A	6.3.5.-
B0TKB2-A	6.5.1.2,6.5.1.-
Q31E67-A	4.2.1.-
Q9ZWL6-A	2.7.13.-,2.7.13.3
Q3SH78-A	2.4.1.-
Q86XP1-A	2.7.1.-
A3QFJ5-A	6.5.1.2,6.5.1.-
P26259-A	4.3.3.-,4.3.3.7
O08450-A	3.5.1.-,3.5.1.88
B9KY71-A	4.3.3.-,4.3.3.7
A1U486-A	6.3.5.-
Q6CCT1-A	2.4.1.-
U3NEE3-A	2.1.1.-
P04062-A	3.2.1.-
Q54F05-A	3.6.4.-,3.6.4.13
Q5AMR5-A	2.4.1.-
Q688T8-A	2.7.7.-
Q8E9H5-A	5.1.1.-
A6V2N1-A	2.7.1.2,2.7.1.-
Q9RPP2-A	3.4.24.-
A5VA70-A	4.1.1.-
Q0AKD9-A	4.1.1.-
Q0BTK1-B	6.3.5.-
Q21U94-A	4.2.1.-
Q27536-A	2.7.7.-
A7MT54-A	6.5.1.2,6.5.1.-
P36178-A	3.4.21.-
P41363-A	3.4.21.-
Q2A4U7-A	2.4.1.-
A6QAM1-B	6.3.5.-
Q4PT02-A	1.14.11.-
B3LF48-A	3.6.5.2,3.6.5.-
P47103-A	5.2.1.8,5.2.1.-
Q838U8-A	2.4.2.-
Q6QVU4-A	2.6.1.-
Q8NM44-A	6.3.2.-
Q49092-B	6.3.5.-
O81024-A	2.7.1.-
A7IMA6-A	6.3.5.-
Q7NAK8-A	3.5.1.-,3.5.1.88
A8ICF8-A	3.5.2.-
Q69LD8-A	1.14.11.-
Q45291-A	5.1.3.2,5.1.3.-
B6SZW0-A	1.3.1.-
A4X489-C	6.3.5.-
Q9Z6L2-A	1.17.1.8,1.17.1.-
A1SMA0-B	6.3.5.-
C1CVW7-A	2.7.1.25,2.7.1.-
Q146W2-A	5.1.1.-
Q9H9B1-A	2.1.1.-
Q8DSG5-A	6.3.5.-
B8F7C7-A	2.7.1.-
Q9HJJ5-A	6.3.5.-
Q9ZVI7-A	2.4.1.-
B1YRV7-A	4.2.1.-
Q7U387-B	2.8.1.-
A9EXM5-A	2.8.1.-
B1W3N4-A	1.1.1.-,1.1.1.37
P36013-A	1.1.1.-
A1U3B4-A	2.3.1.-
P28227-A	1.1.1.-
Q1J255-A	3.6.3.-
A6LTK6-A	4.2.1.-
Q74A22-A	2.8.1.-
Q8F4I0-A	2.3.1.-,2.3.1.31
E4UQ65-A	3.4.24.-
Q10184-A	5.3.1.16,5.3.1.-
Q6AE13-A	4.2.1.-
A8X2R1-A	1.1.99.-
B5RMM8-A	2.8.1.-
Q31EL0-A	2.5.1.-,2.5.1.6
A4IR87-A	2.8.1.-
A7NQZ5-A	4.2.1.-
A6LUF3-A	2.6.1.-
Q58252-B	2.8.4.1,2.8.4.-
O50316-A	1.1.1.205,1.1.1.-
Q2IKE9-A	2.8.4.-
Q4KKK8-A	3.6.3.-
B5ZU74-A	2.3.1.-,2.3.1.31
A9VME4-A	4.2.3.-,4.2.3.3
Q8G3N6-A	1.1.1.205,1.1.1.-
C5PE62-A	3.4.24.-
P10372-A	5.3.1.16,5.3.1.-
O31644-A	2.7.1.-
Q84DC4-A	3.5.1.-
Q49Y59-A	2.8.1.-
P24601-A	2.5.1.-
A4TMX8-A	4.2.2.-
Q7WJ81-A	2.4.1.-
Q7NN36-C	3.6.3.-
Q7VI92-A	3.6.3.-
B9KDN6-A	2.6.1.-
Q8LCU7-A	1.3.1.-
P37472-A	2.4.2.-,2.4.2.8
Q81IZ6-A	3.6.3.-
P31959-A	4.2.1.-
A2RM73-A	2.2.1.-
Q8Y0X3-A	3.6.3.-
Q1QLD9-A	2.3.1.-
A6UNL1-A	2.3.1.-,2.3.1.31
P57113-A	5.2.1.-
P44049-A	4.2.2.-
A4XL23-A	4.2.1.-
Q9SGU9-A	4.4.1.-
Q2SJL8-A	2.8.1.-
A4IN50-A	2.3.3.-
P10659-A	2.5.1.-,2.5.1.6
Q8FNZ1-A	2.6.1.-
Q03VX7-A	4.2.1.-
A4QFG6-A	2.6.1.-
Q3SZ18-A	2.4.2.-,2.4.2.8
Q6CJA8-A	2.7.11.24,2.7.11.-
Q21452-A	2.8.1.-
B2UZL0-A	2.5.1.-,2.5.1.6
C6DBP5-A	4.2.1.-,4.2.1.113
Q81S27-A	1.1.1.-,1.1.1.86
B9L9I6-A	2.3.1.-,2.3.1.31
B4SJY1-A	3.5.1.-
B4F1A5-A	2.5.1.-,2.5.1.6
P45078-A	2.4.2.-,2.4.2.8
Q88QX8-A	2.3.3.-
Q1BZ27-A	2.8.1.-
Q5SK89-A	2.3.1.-,2.3.1.31
A1R996-A	2.2.1.-
A1BF00-A	4.2.1.-
B2I8M1-A	1.1.1.-,1.1.1.37
A1TRT6-A	1.1.1.-,1.1.1.86
Q2SD50-A	2.1.1.-
Q8Y4L8-A	3.6.3.-
Q131B9-A	2.6.1.-
B7IEV2-A	2.5.1.-,2.5.1.6
Q5N199-A	2.8.4.-
Q5AGA9-A	2.4.1.-
Q39T49-A	2.4.1.-
Q4K8N0-A	2.6.1.-
B5R2Y7-A	4.2.1.-,4.2.1.113
Q7N7I2-A	4.2.2.-
Q8R4Z9-A	3.6.5.-
Q8PWS1-A	4.2.1.-
P23917-A	2.7.1.-
A6Q941-A	2.8.1.-
O30807-A	1.1.1.-
Q96YK1-A	1.2.1.-
Q8NYL9-A	3.1.21.-
A9IIS3-A	1.1.1.-,1.1.1.37
P41245-A	3.4.24.-
Q1I4X3-A	2.1.1.-
A9AFF8-A	2.8.4.-
B2JJN6-A	2.1.1.-
A8ER22-A	4.4.1.-
P16635-A	4.4.1.-,4.4.1.5
A6VP06-A	2.7.1.-
Q8THS6-A	4.2.3.-
Q04Z75-A	2.6.1.-
Q02759-A	1.13.11.-
Q48LF6-A	2.1.1.-
Q8IXI2-A	3.6.5.-
B2JIB3-A	2.4.1.-
Q2L2R8-A	5.1.3.-
A4FPV1-A	2.2.1.-
Q61J08-A	3.6.4.-,3.6.4.12
Q881Q1-A	3.6.3.-
Q2W2V2-B	2.8.1.-
Q9KUA9-A	2.7.1.-
Q9RWM6-A	2.5.1.-,2.5.1.6
P12917-A	2.3.1.-,2.3.1.31
A1SR71-A	2.3.1.-
Q9PKA7-B	2.8.1.-
P44566-A	3.4.24.-
Q8ELQ6-A	3.6.3.-
Q2NEB3-A	2.5.1.-,2.5.1.6
A6W7Q8-A	4.2.1.-
Q8DQ64-A	3.4.23.-
Q9FZ36-A	2.7.11.25,2.7.11.-
Q7G794-A	1.13.11.-
C5C2I2-A	1.1.1.-,1.1.1.86
A4TNY6-A	2.8.4.-
B1XLR5-A	6.3.5.-,6.3.5.2
Q6C2U0-A	5.3.1.16,5.3.1.-
A5V9W0-B	4.3.2.-,4.3.2.10
Q9C512-A	3.2.1.-
Q6MPS6-A	2.3.1.-
Q6A6X1-A	6.3.5.-,6.3.5.2
P80878-A	1.11.1.-,1.11.1.6
Q2FMZ1-A	4.2.1.-
B5Y1T3-A	1.7.1.-
Q59V93-A	1.1.1.-
A1D858-A	2.7.7.4,2.7.7.-
Q59394-A	3.2.1.4,3.2.1.-
Q6BSU5-A	2.7.7.4,2.7.7.-
A1C3L9-A	2.4.1.-
P39144-A	2.7.8.-
Q96UM2-A	1.10.3.-,1.10.3.2
Q56YT0-A	1.10.3.-,1.10.3.2
A4W5R2-A	2.5.1.-
A1WI31-A	3.5.1.-
C4XSN8-A	6.3.5.-,6.3.5.2
Q6CDV4-A	3.6.4.-,3.6.4.13
O84413-A	3.4.23.-
Q72IE5-A	6.3.5.-,6.3.5.2
P23148-A	2.3.1.-
Q97K32-A	2.7.11.-
Q8EN68-A	1.1.1.-,1.1.1.85
B0JJP7-A	4.2.1.-
Q9CJN6-A	1.1.1.-,1.1.1.85
P27881-A	2.7.1.1,2.7.1.-
Q9NX62-A	3.1.3.25,3.1.3.-
Q8NP86-A	3.4.21.-
Q71Y34-A	1.1.1.-,1.1.1.85
A5IJM2-A	2.3.3.-
Q9A231-A	4.3.2.-,4.3.2.10
Q10VF5-A	2.3.1.-
A5UK20-A	6.3.5.-,6.3.5.2
Q8TXV8-A	6.3.5.-,6.3.5.2
Q8TX94-A	4.2.1.-
P80064-A	1.13.11.-
Q1MA52-A	4.2.1.-
Q4A122-A	2.7.7.9,2.7.7.-
Q84I54-A	4.3.2.-,4.3.2.10
B1LXF3-A	1.1.1.-,1.1.1.86
Q4KJA9-A	2.7.1.-
Q5N8F2-A	3.5.1.-
Q1RIV2-A	2.3.1.-
P34385-A	6.4.1.-
Q0SF26-A	1.2.1.-
Q976J5-A	1.2.1.-
Q8TX44-A	1.1.1.-,1.1.1.86
Q87T56-A	5.1.3.-
P27314-A	2.7.7.48,2.7.7.-
Q8CS21-A	6.2.1.-
Q9K6A7-A	2.3.1.-
Q9Z4H7-A	3.4.21.107,3.4.21.-
P18120-A	1.1.1.-,1.1.1.85
Q59468-A	1.1.1.-
A9W565-A	3.4.23.-
Q9ZAG3-A	3.3.2.-
B1Y2E5-C	4.1.3.-
B2J2U6-A	1.1.1.-,1.1.1.86
A7Z9Y5-A	2.3.1.-
Q84TK0-A	2.5.1.-,2.5.1.18
P23386-A	2.7.1.-
Q8YUM5-A	1.1.1.-,1.1.1.86
B7GY42-A	3.4.24.-
Q88VN0-A	3.6.5.-
O14756-A	1.1.1.-
Q10469-A	2.4.1.-
A0R066-A	2.6.1.-,2.6.1.42
A5FF23-A	1.14.11.-
C5D9K3-A	3.4.21.-
A0MGZ5-A	2.8.2.-
B7VGL9-A	1.1.1.-,1.1.1.86
A7ZEF1-A	1.1.1.-,1.1.1.86
Q4WUL6-A	4.2.1.-
P42782-A	3.4.21.-
Q9Z6N1-A	1.1.1.-,1.1.1.37
A0RLB6-A	2.7.1.21,2.7.1.-
C6BXG0-A	2.5.1.-
P47512-A	6.3.1.-
Q2IPX9-A	2.3.1.-
B2A3D8-A	4.2.1.-
B0TQM3-A	4.2.1.-
Q5HCV0-A	1.1.1.27,1.1.1.-
A7WYY0-A	3.1.2.-
Q553V2-A	5.1.99.-
Q7V8M5-A	1.1.1.-,1.1.1.86
B8FNN5-A	2.5.1.-
Q12B43-A	2.3.2.-
Q47QS0-A	3.5.4.-
Q9WZ24-A	4.2.1.-
Q8PZT3-A	4.2.1.-
B2T6I8-A	3.4.23.-
A3M072-A	3.4.21.53,3.4.21.-
A6V4G9-A	2.3.2.-
Q9BEA9-B	2.5.1.-,2.5.1.18
P0AEV9-A	3.4.23.-
O17645-A	2.8.2.-
A6TI00-A	6.3.1.-
Q9LXN8-B	3.5.1.98,3.5.1.-
Q65EF1-A	2.5.1.-
Q9PLW2-A	4.2.1.-
P53687-A	3.5.1.-
Q9ABN1-A	4.2.1.-
O12971-A	2.4.1.-
Q0AWL9-A	3.6.5.-
B2A5V5-A	6.3.5.-,6.3.5.2
Q1IWC9-A	1.1.1.-,1.1.1.37
A7GPY2-A	3.5.1.-
Q9X5F8-A	1.1.1.-,1.1.1.86
A5CDI3-A	2.5.1.-
Q9UZV7-A	2.7.1.-
B7GKC4-A	3.6.5.-
Q941D6-A	3.5.1.98,3.5.1.-
B9LGN1-A	4.2.1.-
A1TT41-A	3.6.1.-
C6DFJ8-A	2.5.1.-
Q05355-A	1.14.13.-
A6KWL7-A	2.5.1.-
A7GT14-A	3.6.5.-
B0T799-A	5.3.1.16,5.3.1.-
A3N6P6-A	3.4.23.-
Q9X1V8-A	3.6.5.-
Q97VY2-A	4.2.1.-
Q944K3-A	3.5.1.98,3.5.1.-
B0REY1-A	4.2.1.-
Q0TNS2-A	3.6.5.-
Q1LTF8-A	3.4.24.-
A1A1J0-A	2.5.1.-
Q17005-A	3.2.1.17,3.2.1.-
Q15GI3-A	1.1.1.-
Q59499-A	2.2.1.-
A5PJA1-A	2.7.4.3,2.7.4.-
Q8U3Y2-A	1.1.1.-
Q9Y6K8-A	2.7.4.3,2.7.4.-
Q73RN1-A	2.5.1.-
B8CGY2-A	3.5.2.-
O58320-A	1.1.1.-
Q1Q0T2-A	1.7.2.-
A0K8D3-A	2.3.1.-
Q2S1E4-A	2.7.4.3,2.7.4.-
A4X4C8-A	4.2.1.-
Q30ZD3-A	1.1.1.-,1.1.1.86
P81124-A	2.5.1.-,2.5.1.18
G3KIM3-B	4.2.1.-
Q3B287-A	5.3.1.16,5.3.1.-
B0UQ15-A	4.3.1.-
C5BGJ0-A	4.6.1.12,4.6.1.-
Q2UUN6-8	3.6.4.-,3.6.4.13
Q98KS7-A	3.6.3.-
B1JBE5-A	2.3.2.-
P65162-A	2.2.1.-
A7Z6W5-A	3.6.5.-
Q24368-A	3.6.4.-
A0PT87-A	2.8.4.-
Q9NH48-A	2.7.3.-
Q5WHG5-A	3.6.5.-
Q9C4M5-A	1.1.1.-
B9M1D2-A	1.1.1.-,1.1.1.37
Q9UEF7-A	3.2.1.31,3.2.1.-
B2FK23-A	2.7.7.-
Q74D53-A	1.1.1.-,1.1.1.37
B5E9C1-A	2.5.1.-
O66580-A	3.6.1.-
Q1IY56-A	3.5.1.-
A1WMW4-A	3.6.5.-
A0LE62-A	2.7.7.-
Q6NHE2-A	2.7.4.-
A2SE11-A	3.6.1.-
Q92NF5-A	1.1.1.-
B5YEF3-A	1.1.1.-,1.1.1.86
A7MHE2-A	5.3.1.16,5.3.1.-
A6LDS8-A	2.5.1.-
Q9KQX2-A	2.7.7.-
